date,benchmark_value,general_cash,core_cash,monetary_cash,opp_cash,core_positions_value,monetary_positions_value,opp_positions_value,core_total_value,monetary_total_value,opp_total_value,portfolio_value,daily_turnover,costs_paid_this_day,cumulative_costs_paid,num_core_positions,num_monetary_positions,num_opp_positions
2022-09-06,82222.62535818026,17.716024154661113,0.0,0.0,0.0,38405.30370426178,21376.194604873657,3081.6480255126953,38405.30370426178,21376.194604873657,3081.6480255126953,62880.86235880279,0.0,0.0,2904.1371462402335,10,3,1
2022-09-07,82559.48145254322,17.716024154661113,0.0,0.0,0.0,37964.08368730545,21352.172333717346,3051.095993041992,37964.08368730545,21352.172333717346,3051.095993041992,62385.06803821945,0.0,0.0,2904.1371462402335,10,3,1
2022-09-08,82965.08130058495,17.716024154661113,0.0,0.0,0.0,37505.74272727966,21552.27297115326,3066.7520904541016,37505.74272727966,21552.27297115326,3066.7520904541016,62142.48381304168,0.0,0.0,2904.1371462402335,10,3,1
2022-09-09,84175.99693073351,17.716024154661113,0.0,0.0,0.0,37845.839309215546,21728.201786994934,3126.1839141845703,37845.839309215546,21728.201786994934,3126.1839141845703,62717.94103454971,0.0,0.0,2904.1371462402335,10,3,1
2022-09-12,85361.89301516509,17.716024154661113,0.0,0.0,0.0,38248.298768520355,21960.40892124176,3155.8238677978516,38248.298768520355,21960.40892124176,3155.8238677978516,63382.247581714626,0.0,0.0,2904.1371462402335,10,3,1
2022-09-13,84109.25136569332,17.716024154661113,0.0,0.0,0.0,37919.75480604172,21585.12140750885,3116.3041229248047,37919.75480604172,21585.12140750885,3116.3041229248047,62638.89636063003,0.0,0.0,2904.1371462402335,10,3,1
2022-09-14,83702.42299267104,17.716024154661113,0.0,0.0,0.0,37863.30779361725,21446.729826927185,3106.7278747558594,37863.30779361725,21446.729826927185,3106.7278747558594,62434.48151945495,0.0,0.0,2904.1371462402335,10,3,1
2022-09-15,82157.83141335049,17.716024154661113,0.0,0.0,0.0,37684.82600545883,21307.49355316162,3052.9198608398438,37684.82600545883,21307.49355316162,3052.9198608398438,62062.955443614956,0.0,0.0,2904.1371462402335,10,3,1
2022-09-16,80949.21571279393,17.716024154661113,0.0,0.0,0.0,37204.12767267227,20947.039816856384,2995.1599884033203,37204.12767267227,20947.039816856384,2995.1599884033203,61164.043502086635,0.0,0.0,2904.1371462402335,10,3,1
2022-09-19,81039.05077219974,17.716024154661113,0.0,0.0,0.0,37246.82552528381,21000.207832336426,3065.8400115966797,37246.82552528381,21000.207832336426,3065.8400115966797,61330.58939337158,0.0,0.0,2904.1371462402335,10,3,1
2022-09-20,80151.89314677205,17.716024154661113,0.0,0.0,0.0,36296.03992891312,20963.69571876526,3125.119918823242,36296.03992891312,20963.69571876526,3125.119918823242,60402.57159065628,0.0,0.0,2904.1371462402335,10,3,1
2022-09-21,81183.45556803179,17.716024154661113,0.0,0.0,0.0,36571.129502773285,21173.83780860901,3147.6160278320312,36571.129502773285,21173.83780860901,3147.6160278320312,60910.299363368984,0.0,0.0,2904.1371462402335,10,3,1
2022-09-22,78725.92494608185,17.716024154661113,0.0,0.0,0.0,36125.875403404236,20745.847331047058,3131.959930419922,36125.875403404236,20745.847331047058,3131.959930419922,60021.398689025875,0.0,0.0,2904.1371462402335,10,3,1
2022-09-23,76799.42216429734,17.716024154661113,0.0,0.0,0.0,34746.17503118515,20488.209891319275,3092.5921020507812,34746.17503118515,20488.209891319275,3092.5921020507812,58344.693048709865,0.0,0.0,2904.1371462402335,10,3,1
2022-09-26,76796.42452365329,17.716024154661113,0.0,0.0,0.0,34544.724207401276,20531.309695243835,3020.6958770751953,34544.724207401276,20531.309695243835,3020.6958770751953,58114.445803874965,0.0,0.0,2904.1371462402335,10,3,1
2022-09-27,76618.770808551,17.716024154661113,0.0,0.0,0.0,34735.00055027008,20509.355381011963,3042.7359466552734,34735.00055027008,20509.355381011963,3042.7359466552734,58304.807902091976,0.0,0.0,2904.1371462402335,10,3,1
2022-09-28,77414.21179930907,17.716024154661113,0.0,0.0,0.0,34479.70360946655,20520.015517234802,3009.599884033203,34479.70360946655,20520.015517234802,3009.599884033203,58027.03503488922,0.0,0.0,2904.1371462402335,10,3,1
2022-09-29,76466.92931011957,17.716024154661113,0.0,0.0,0.0,34585.597157239914,20033.621097564694,2959.8959350585933,34585.597157239914,20033.621097564694,2959.8959350585933,57596.830214017864,0.0,0.0,2904.1371462402335,10,3,1
